기업명,인증연도,제품명
비앤비,2024,[241] 페인트
보람근로원,2024,[102] 사무용지
에프엠씨,2024,[241] 페인트
초원환경,2024,[743] 무기성 토목·건축 자재
장산씨엠,2024,[244] 건설용 방수재
대림화학공업사,2024,[766] 종량제 쓰레기 봉투
씨앤제이타올,2024,[311] 의류
그린한국에너지,2024,[262] 히트펌프 시스템
모닝터치,2024,[606] 포장재
영진토목,2024,[245] 투수 콘크리트 제품
디아이,2024,[721] 합성수지 제품
진흥산업,2024,[721] 합성수지 제품
동성환경산업,2024,[746] 골재 및 미분말
에덴산업,2024,[606] 포장재
태양봉투,2024,[766] 종량제 쓰레기 봉투
금영,2024,[250] 창호 및 창호부속품
아미산업,2024,[743] 무기성 토목·건축 자재
에이치케이씨,2024,[241] 페인트
휴먼텍,2024,[303] 주방용 세제
굿드림장애인작업장,2024,[102] 사무용지
대한환경산업,2024,[746] 골재 및 미분말
유풍산업,2024,[723] 목재 성형제품
대림환경,2024,[743] 무기성 토목·건축 자재
삼호테크,2024,[210] LED 등기구
한국칼라콘크리트,2024,[241] 페인트
신양개발,2024,[746] 골재 및 미분말
유칼릭스,2024,[305] 다목적 세정제
"S.P.B Panel Industries Co.,Ltd",2024,[723] 목재 성형제품
서울전선,2024,[207] 전선케이블
씨더블유소방산업,2024,[765] 소화기
네이처홀드,2024,[303] 주방용 세제
미일화학,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
세흥케미칼,2024,[241] 페인트
진명기업,2024,[746] 골재 및 미분말
엠에이치엘 코리아,2024,[605] 산업용 세정제
에코크린,2024,[303] 주방용 세제
안동영명학교부설영가재활원,2024,[101] 인쇄용지
네모엘텍,2024,[209] 일반조명용 LED 램프
함께하는세상삼우보호작업장,2024,[102] 사무용지
코진테크,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
다우금속,2024,[221] 수도꼭지
제일산업,2024,[251] 접착제
남경창호건설,2024,[250] 창호 및 창호부속품
이텍,2024,[210] LED 등기구
세비앙,2024,[223] 대변기
제이에이치산업,2024,[243] 보온·단열재
이엠지전선,2024,[207] 전선케이블
월리스인터내셔널,2024,[606] 포장재
동서개발,2024,[746] 골재 및 미분말
하나케이,2024,[746] 골재 및 미분말
은성교구,2024,[176] 교육용 목제 가구
한국목재,2024,[172] 가구
삼정크린,2024,[305] 다목적 세정제
엘에스켐,2024,[256] 장식용 인조피혁
꿈드래장애인일자리센터,2024,[101] 인쇄용지
이안디앤알,2024,[746] 골재 및 미분말
사회복지법인아그네스복지재단행복,2024,[321] 화장지
글로벌환경,2024,[743] 무기성 토목·건축 자재
츄고쿠삼화페인트,2024,[241] 페인트
케이엘테크,2024,[228] 소변기
제이엘프라스틱,2024,[724] 생분해성 수지 제품
해성터프,2024,[257] 인조잔디 및 인조잔디 구성 부품
현성산업,2024,[241] 페인트
크린센스,2024,[606] 포장재
광호산업,2024,[721] 합성수지 제품
현대환경,2024,[743] 무기성 토목·건축 자재
삼화화학,2024,[721] 합성수지 제품
경남윈스텍,2024,[250] 창호 및 창호부속품
한영케미칼,2024,[721] 합성수지 제품
지오시스,2024,[744] 슬래그 가공 제품
삼양환경산업,2024,[607] 수처리제
다로스,2024,[223] 대변기
그린환경건설,2024,[743] 무기성 토목·건축 자재
라이네트,2024,[209] 일반조명용 LED 램프
랜드마크코리아,2024,[305] 다목적 세정제
천일합성목재,2024,[723] 목재 성형제품
영진켐,2024,[727] 바이오매스 합성수지 제품
아산아스콘,2024,[743] 무기성 토목·건축 자재
미라코리아,2024,[724] 생분해성 수지 제품
삼융사,2024,[721] 합성수지 제품
스크랜톤리미티드,2024,[724] 생분해성 수지 제품
한국신기술산업,2024,[743] 무기성 토목·건축 자재
태양기술개발,2024,[210] LED 등기구
훈성산업사,2024,[606] 포장재
성산환경,2024,[743] 무기성 토목·건축 자재
서진산업,2024,[243] 보온·단열재
대화수지공업,2024,[721] 합성수지 제품
은진산업,2024,[743] 무기성 토목·건축 자재
대진씨앤씨,2024,[606] 포장재
태진기업사,2024,[245] 투수 콘크리트 제품
동해프라스틱,2024,[727] 바이오매스 합성수지 제품
카즈,2024,[605] 산업용 세정제
이화산업,2024,[607] 수처리제
태성이엘이씨,2024,[612] 산업용 리튬이온전지
비손비닐,2024,[721] 합성수지 제품
충무산업,2024,[724] 생분해성 수지 제품
Kohler Co.,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
일신케미칼,2024,[246] 실내용 바닥 장식재
승일아스콘,2024,[743] 무기성 토목·건축 자재
호명화학공업,2024,[724] 생분해성 수지 제품
인덱스글로벌,2024,[241] 페인트
신동아스콘,2024,[743] 무기성 토목·건축 자재
하나,2024,[241] 페인트
호텔신라,2024,[801] 호텔 서비스
나비티엔씨,2024,[241] 페인트
태극,2024,[724] 생분해성 수지 제품
에스씨알,2024,[257] 인조잔디 및 인조잔디 구성 부품
대주케미칼,2024,[303] 주방용 세제
에스에이아이엔티,2024,[251] 접착제
위드우드,2024,[723] 목재 성형제품
코데아,2024,[311] 의류
현대기업사,2024,[745] 블록·타일·판재류
광희테크윈,2024,[265] 발광다이오드 전광판
케이에스정보기술,2024,[265] 발광다이오드 전광판
헬씨티슈,2024,[321] 화장지
알와이에스,2024,[606] 포장재
일륜,2024,[606] 포장재
에스디시스템,2024,[265] 발광다이오드 전광판
애플코퍼레이션,2024,[246] 실내용 바닥 장식재
주택인사랑사회적협동조합,2024,[241] 페인트
선우라이텍,2024,[210] LED 등기구
성광산업,2024,[721] 합성수지 제품
인성엔프라,2024,[209] 일반조명용 LED 램프
남양스톤,2024,[248] 벽 및 천장 마감재
한미건업,2024,[245] 투수 콘크리트 제품
골든포우,2024,[721] 합성수지 제품
신중앙포장,2024,[724] 생분해성 수지 제품
콘스탄텍,2024,[265] 발광다이오드 전광판
일양,2024,[743] 무기성 토목·건축 자재
소성정보기술,2024,[265] 발광다이오드 전광판
영현정보통신,2024,[265] 발광다이오드 전광판
신일창호,2024,[250] 창호 및 창호부속품
비츠에스앤지,2024,[265] 발광다이오드 전광판
비지에프리테일,2024,[724] 생분해성 수지 제품
유니원인더스트리,2024,[221] 수도꼭지
삼성워터스,2024,[221] 수도꼭지
남부G&C,2024,[746] 골재 및 미분말
현대시스템,2024,[209] 일반조명용 LED 램프
구룡,2024,[606] 포장재
대성지오텍,2024,[721] 합성수지 제품
스타빌엔지니어링,2024,[243] 보온·단열재
라온라이팅,2024,[210] LED 등기구
세라코,2024,[745] 블록·타일·판재류
동양산업,2024,[322] 방향제
반도아이엔씨,2024,[311] 의류
릴테크,2024,[210] LED 등기구
세한,2024,[746] 골재 및 미분말
태석정공,2024,[209] 일반조명용 LED 램프
선화산업,2024,[743] 무기성 토목·건축 자재
완전정보통신,2024,[265] 발광다이오드 전광판
지앤케이팩,2024,[606] 포장재
수리산업,2024,[246] 실내용 바닥 장식재
N D TECH,2024,[610] 제설제
삼성환경건설,2024,[743] 무기성 토목·건축 자재
실버파인,2024,[727] 바이오매스 합성수지 제품
우리산업,2024,[743] 무기성 토목·건축 자재
부원화학,2024,[243] 보온·단열재
세명인포텍,2024,[265] 발광다이오드 전광판
천연테크놀러지,2024,[265] 발광다이오드 전광판
무궁화,2024,[307] 액상 세탁용 세제
에코그린파워,2024,[727] 바이오매스 합성수지 제품
셀라이텍코리아,2024,[210] LED 등기구
동보씨앤비,2024,[721] 합성수지 제품
엔티뱅크,2024,[210] LED 등기구
숌부르크코리아,2024,[241] 페인트
바나,2024,[743] 무기성 토목·건축 자재
금산엔터프라이즈,2024,[209] 일반조명용 LED 램프
LS라이팅,2024,[210] LED 등기구
코원코리아,2024,[221] 수도꼭지
석엔지니어링,2024,[241] 페인트
토일러,2024,[305] 다목적 세정제
홍애원,2024,[265] 발광다이오드 전광판
대봉,2024,[724] 생분해성 수지 제품
와이엔이천텍,2024,[721] 합성수지 제품
청오아스콘,2024,[743] 무기성 토목·건축 자재
티엘,2024,[210] LED 등기구
태성콘크리트,2024,[245] 투수 콘크리트 제품
진성케미텍 신봉,2024,[244] 건설용 방수재
나라엔퍼스,2024,[172] 가구
대양물산,2024,[252] 장식용 합성수지 시트
우리제지,2024,[321] 화장지
삼정,2024,[103] 종이 점착테이프 및 종이 점착시트
상민에스디,2024,[250] 창호 및 창호부속품
한남,2024,[241] 페인트
썬테크,2024,[248] 벽 및 천장 마감재
에이치케이,2024,[241] 페인트
대흥글로벌,2024,[257] 인조잔디 및 인조잔디 구성 부품
케이앤씨,2024,[248] 벽 및 천장 마감재
새창산업,2024,[250] 창호 및 창호부속품
엠포월드,2024,[608] 탈취제
인테크,2024,[766] 종량제 쓰레기 봉투
팩시스,2024,[606] 포장재
조은플라텍,2024,[724] 생분해성 수지 제품
승안환경,2024,[746] 골재 및 미분말
세일전기,2024,[209] 일반조명용 LED 램프
세진로드,2024,[241] 페인트
엠에이,2024,[723] 목재 성형제품
계림요업,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
선진이노텍,2024,[724] 생분해성 수지 제품
호남산업,2024,[743] 무기성 토목·건축 자재
청진이엔씨,2024,[245] 투수 콘크리트 제품
호남아스콘산업,2024,[743] 무기성 토목·건축 자재
엘에스반도체,2024,[210] LED 등기구
서남아스콘,2024,[743] 무기성 토목·건축 자재
평강BIM,2024,[305] 다목적 세정제
제이에스_팩 케미칼,2024,[727] 바이오매스 합성수지 제품
화인데코,2024,[252] 장식용 합성수지 시트
태성정밀,2024,[742] 주물용 동 합금
해용정보통신,2024,[265] 발광다이오드 전광판
시스매니아,2024,[265] 발광다이오드 전광판
제일화학,2024,[724] 생분해성 수지 제품
아이엔아이,2024,[265] 발광다이오드 전광판
클로버하우스,2024,[724] 생분해성 수지 제품
범한공업,2024,[223] 대변기
로얄라이프,2024,[311] 의류
디에프코리아,2024,[209] 일반조명용 LED 램프
친환경테크,2024,[107] 문서파일류
풍년비닐공업사,2024,[766] 종량제 쓰레기 봉투
새론테크,2024,[722] 고무제품
제일정보통신,2024,[265] 발광다이오드 전광판
신현,2024,[210] LED 등기구
카페마켓코리아,2024,[606] 포장재
구뜨,2024,[606] 포장재
디에스메탈,2024,[221] 수도꼭지
첨단환경,2024,[305] 다목적 세정제
함소아제약,2024,[724] 생분해성 수지 제품
월드케미칼,2024,[721] 합성수지 제품
칼라컵,2024,[724] 생분해성 수지 제품
한신전선,2024,[207] 전선케이블
에코로이드,2024,[767] 음식쓰레기 감량화 기기
제일엠이씨,2024,[223] 대변기
지에스산건,2024,[246] 실내용 바닥 장식재
팜앤지생명,2024,[305] 다목적 세정제
엠유컨스,2024,[241] 페인트
에이케이,2024,[311] 의류
대창,2024,[721] 합성수지 제품
장애인생산품판매지원협회 아름다운동행 사업단,2024,[321] 화장지
우남케미칼,2024,[243] 보온·단열재
삼진화학,2024,[721] 합성수지 제품
세종데크,2024,[723] 목재 성형제품
에이비엠,2024,[210] LED 등기구
대흥엠지오,2024,[248] 벽 및 천장 마감재
장원금속,2024,[221] 수도꼭지
토넷,2024,[608] 탈취제
프렉스,2024,[727] 바이오매스 합성수지 제품
한국환경사업단,2024,[610] 제설제
용성트레이딩,2024,[724] 생분해성 수지 제품
두손,2024,[307] 액상 세탁용 세제
동부수지,2024,[243] 보온·단열재
한양에스엔씨,2024,[250] 창호 및 창호부속품
성주환경개발,2024,[743] 무기성 토목·건축 자재
동성케미컬,2024,[724] 생분해성 수지 제품
케이디에프,2024,[246] 실내용 바닥 장식재
자연화학,2024,[724] 생분해성 수지 제품
래딕스글로비즈,2024,[606] 포장재
싸인텔레콤,2024,[265] 발광다이오드 전광판
라온피플인더스트리,2024,[244] 건설용 방수재
대신화학,2024,[721] 합성수지 제품
케이티케미칼,2024,[241] 페인트
고려케미칼,2024,[305] 다목적 세정제
진흥중공업,2024,[746] 골재 및 미분말
유니블록,2024,[245] 투수 콘크리트 제품
에콜라자연도료,2024,[241] 페인트
건백산업,2024,[743] 무기성 토목·건축 자재
에스엘이디조명,2024,[210] LED 등기구
로엔그린,2024,[606] 포장재
태방피앤디,2024,[724] 생분해성 수지 제품
사나래,2024,[721] 합성수지 제품
세종그린팩,2024,[724] 생분해성 수지 제품
건화,2024,[721] 합성수지 제품
고려신소재산업,2024,[248] 벽 및 천장 마감재
엘파니,2024,[241] 페인트
티엘머티리얼,2024,[251] 접착제
금정산업,2024,[721] 합성수지 제품
에이스팀버,2024,[246] 실내용 바닥 장식재
큐시스,2024,[723] 목재 성형제품
정희화학,2024,[727] 바이오매스 합성수지 제품
천안테라조,2024,[246] 실내용 바닥 장식재
크린산업,2024,[724] 생분해성 수지 제품
일천산업,2024,[742] 주물용 동 합금
찬우아스콘,2024,[743] 무기성 토목·건축 자재
에이원우드,2024,[246] 실내용 바닥 장식재
한국포리머,2024,[727] 바이오매스 합성수지 제품
우성지관,2024,[727] 바이오매스 합성수지 제품
도원바이오테크,2024,[724] 생분해성 수지 제품
우선산업,2024,[746] 골재 및 미분말
주주콘크리트,2024,[721] 합성수지 제품
락앤락,2024,[727] 바이오매스 합성수지 제품
파트너,2024,[209] 일반조명용 LED 램프
우드그린,2024,[176] 교육용 목제 가구
진우건설,2024,[250] 창호 및 창호부속품
천일산업,2024,[721] 합성수지 제품
오승종이,2024,[102] 사무용지
수향케미칼,2024,[244] 건설용 방수재
경원,2024,[746] 골재 및 미분말
화진산업,2024,[727] 바이오매스 합성수지 제품
제이에스티,2024,[241] 페인트
리와인드,2024,[724] 생분해성 수지 제품
지케이우드,2024,[726] 목재‧합성수지 복합 성형제품
현창기업,2024,[743] 무기성 토목·건축 자재
골드디피디,2024,[606] 포장재
한국근로장애인진흥회,2024,[101] 인쇄용지
동양스티로폴공업,2024,[243] 보온·단열재
우리시스템,2024,[210] LED 등기구
태상,2024,[248] 벽 및 천장 마감재
한사랑케미칼,2024,[721] 합성수지 제품
에스알테크노팩,2024,[606] 포장재
태광산업,2024,[721] 합성수지 제품
진케미칼,2024,[302] 세탁용 세제
굿모닝제지,2024,[321] 화장지
신아퍼니처,2024,[172] 가구
씨월드,2024,[175] 의자
현대플러스,2024,[172] 가구
제일피복공업,2024,[311] 의류
덕산엠앤씨,2024,[745] 블록·타일·판재류
더세경,2024,[606] 포장재
동부산업,2024,[721] 합성수지 제품
케이지포장건설,2024,[241] 페인트
비비코리아,2024,[608] 탈취제
피에스우드,2024,[723] 목재 성형제품
